image,region_precision,region_recall,region_iou,region_dice,edge_precision,edge_recall,edge_iou,edge_dice
..\data_preprocessed\IBF\out_images\GT 1_P9110017_rot00_aug02.jpg,0.9778664112091064,0.9945011734962463,0.9726077318191528,0.9861136674880981,0.9945130348205566,0.9837177991867065,0.9784075617790222,0.9890859723091125
..\data_preprocessed\IBF\out_images\GT 1_P9110017_rot00_aug03.jpg,0.9767197966575623,0.9964656233787537,0.9733477830886841,0.9864939451217651,0.9972602725028992,0.9898640513420105,0.9871794581413269,0.9935483932495117
..\data_preprocessed\IBF\out_images\GT 1_P9110017_rot00_aug04.jpg,0.9753751158714294,0.9955180883407593,0.9711107611656189,0.9853436946868896,0.9946479797363281,0.9803205728530884,0.9751765727996826,0.9874323010444641
..\data_preprocessed\IBF\out_images\GT 1_P9110017_rot15_aug00.jpg,0.9603297710418701,0.9894813895225525,0.9506251215934753,0.9746876358985901,0.983319878578186,0.9764894247055054,0.960578203201294,0.9798927903175354
..\data_preprocessed\IBF\out_images\GT 1_P9110017_rot15_aug01.jpg,0.9797128438949585,0.9922823309898376,0.9723039269447327,0.9859575033187866,0.9980300664901733,0.9921664595603943,0.990227222442627,0.995089590549469
..\data_preprocessed\IBF\out_images\GT 1_P9110017_rot15_aug02.jpg,0.9726011753082275,0.9923884868621826,0.9653995037078857,0.9823951721191406,0.9907846450805664,0.9863696098327637,0.9774025678634644,0.9885721802711487
..\data_preprocessed\IBF\out_images\GT 1_P9110017_rot15_aug03.jpg,0.9822747111320496,0.9928897619247437,0.97541344165802,0.9875537157058716,0.9964921474456787,0.9919419884681702,0.9884903430938721,0.9942118525505066
..\data_preprocessed\IBF\out_images\GT 1_P9110017_rot15_aug04.jpg,0.9777324795722961,0.9942476749420166,0.9722328186035156,0.9859209656715393,0.9992492198944092,0.9940254092216492,0.9932835698127747,0.9966304898262024
..\data_preprocessed\IBF\out_images\GT 1_P9110018_rot-15_aug00.jpg,0.9799047708511353,0.9949386715888977,0.975044310092926,0.9873644709587097,0.9997668266296387,0.9976733326911926,0.997441291809082,0.9987189769744873
..\data_preprocessed\IBF\out_images\GT 1_P9110018_rot-15_aug01.jpg,0.9710869193077087,0.9975120425224304,0.9687405824661255,0.984122097492218,0.9979282021522522,0.989500105381012,0.9874715209007263,0.9936962723731995
..\data_preprocessed\IBF\out_images\GT 1_P9110018_rot-15_aug02.jpg,0.973883330821991,0.9956027865409851,0.9697122573852539,0.9846232533454895,1.0,0.9967289566993713,0.9967289566993713,0.9983618259429932
..\data_preprocessed\IBF\out_images\GT 1_P9110018_rot-15_aug03.jpg,0.9791443943977356,0.995177686214447,0.9745206236839294,0.9870959520339966,1.0,0.9978376030921936,0.9978376030921936,0.9989176392555237
..\data_preprocessed\IBF\out_images\GT 1_P9110018_rot-15_aug04.jpg,0.981164276599884,0.9952531456947327,0.9765941500663757,0.9881585240364075,1.0,0.997446596622467,0.997446596622467,0.9987216591835022
..\data_preprocessed\IBF\out_images\GT 1_P9110018_rot00_aug00.jpg,0.9767864346504211,0.9971479773521423,0.9740651249885559,0.9868621826171875,0.9997386336326599,0.9984338283538818,0.9981732964515686,0.9990857839584351
..\data_preprocessed\IBF\out_images\GT 1_P9110018_rot00_aug01.jpg,0.9777981042861938,0.9966211915016174,0.9745674133300781,0.9871199131011963,0.9997369647026062,0.9771208167076111,0.9768697023391724,0.988299548625946
..\data_preprocessed\IBF\out_images\GT 1_P9110018_rot00_aug02.jpg,0.9621667861938477,0.9954503774642944,0.9579541683197021,0.9785256385803223,0.992290735244751,0.9827661514282227,0.9753193259239197,0.9875054955482483
..\data_preprocessed\IBF\out_images\GT 1_P9110018_rot00_aug03.jpg,0.9771305918693542,0.99703049659729,0.9742951393127441,0.9869801998138428,0.9982762932777405,0.9921683669090271,0.9904715418815613,0.995212972164154
..\data_preprocessed\IBF\out_images\GT 1_P9110018_rot00_aug04.jpg,0.9803032875061035,0.996662437915802,0.9770956635475159,0.9884151816368103,1.0,0.9976083040237427,0.9976083040237427,0.9988027215003967
..\data_preprocessed\IBF\out_images\GT 1_P9110018_rot15_aug00.jpg,0.9703618288040161,0.9924282431602478,0.9632306694984436,0.981270968914032,0.9983022212982178,0.9956458806991577,0.993962824344635,0.9969722628593445
..\data_preprocessed\IBF\out_images\GT 1_P9110018_rot15_aug01.jpg,0.9778490662574768,0.99498051404953,0.973048985004425,0.9863404035568237,0.9997560977935791,0.9985383749008179,0.9982951879501343,0.9991468787193298
..\data_preprocessed\IBF\out_images\GT 1_P9110018_rot15_aug02.jpg,0.9787458777427673,0.9961646199226379,0.9750715494155884,0.9873784780502319,0.9997478723526001,0.9947315454483032,0.9944820404052734,0.9972333908081055
..\data_preprocessed\IBF\out_images\GT 1_P9110018_rot15_aug03.jpg,0.9767441749572754,0.9959815144538879,0.9729100465774536,0.9862690567970276,0.997357964515686,0.9944678544998169,0.9918549656867981,0.9959108233451843
..\data_preprocessed\IBF\out_images\GT 1_P9110018_rot15_aug04.jpg,0.979570746421814,0.9948654770851135,0.9746432900428772,0.9871588349342346,0.9997527599334717,0.9945892691612244,0.9943447113037109,0.9971643686294556
..\data_preprocessed\IBF\out_images\GT 1_P9110019_rot-15_aug00.jpg,0.9775131940841675,0.992578387260437,0.9704204201698303,0.9849882125854492,1.0,0.9987528324127197,0.9987528324127197,0.9993759989738464
..\data_preprocessed\IBF\out_images\GT 1_P9110019_rot-15_aug01.jpg,0.9689114689826965,0.9926477074623108,0.9620076417922974,0.9806360006332397,0.9997538328170776,0.995831310749054,0.995587170124054,0.9977887272834778
..\data_preprocessed\IBF\out_images\GT 1_P9110019_rot-15_aug02.jpg,0.9751775860786438,0.9946723580360413,0.9701104760169983,0.984828531742096,1.0,0.993630588054657,0.993630588054657,0.9968051314353943
..\data_preprocessed\IBF\out_images\GT 1_P9110019_rot-15_aug03.jpg,0.975517988204956,0.9944734573364258,0.9702579975128174,0.9849045276641846,0.999519944190979,0.9961722493171692,0.9956958293914795,0.9978432655334473
..\data_preprocessed\IBF\out_images\GT 1_P9110019_rot-15_aug04.jpg,0.9594736099243164,0.9928133487701416,0.9528557658195496,0.9758588075637817,0.998174786567688,0.9956759214401245,0.9938664436340332,0.9969238042831421
..\data_preprocessed\IBF\out_images\GT 1_P9110019_rot00_aug00.jpg,0.9777239561080933,0.9946426749229431,0.9726020097732544,0.9861107468605042,0.9975416660308838,0.9923912882804871,0.9899702072143555,0.994959831237793
..\data_preprocessed\IBF\out_images\GT 1_P9110019_rot00_aug01.jpg,0.9716996550559998,0.9943827986717224,0.9663950800895691,0.9829103946685791,1.0,0.9926108121871948,0.9926108121871948,0.9962916970252991
..\data_preprocessed\IBF\out_images\GT 1_P9110019_rot00_aug02.jpg,0.9728148579597473,0.9938283562660217,0.9669732451438904,0.9832093715667725,0.9952241778373718,0.9635242819786072,0.9590897560119629,0.979117751121521
..\data_preprocessed\IBF\out_images\GT 1_P9110019_rot00_aug03.jpg,0.971529483795166,0.9950430989265442,0.9668501615524292,0.9831457138061523,0.9977203607559204,0.9810709953308105,0.9788767099380493,0.9893256425857544
..\data_preprocessed\IBF\out_images\GT 1_P9110019_rot00_aug04.jpg,0.9797837734222412,0.9948114156723022,0.9748023748397827,0.9872404336929321,0.9993736147880554,0.9937714338302612,0.9931527972221375,0.9965646266937256
..\data_preprocessed\IBF\out_images\GT 1_P9110019_rot15_aug00.jpg,0.9798001050949097,0.9939603209495544,0.9740012884140015,0.986829400062561,0.9994816184043884,0.9961250424385071,0.9956106543540955,0.9978004693984985
..\data_preprocessed\IBF\out_images\GT 1_P9110019_rot15_aug01.jpg,0.9664050340652466,0.9947053790092468,0.9614593386650085,0.9803510308265686,0.9939804077148438,0.9777942299842834,0.9720382690429688,0.9858208894729614
..\data_preprocessed\IBF\out_images\GT 1_P9110019_rot15_aug02.jpg,0.9742736220359802,0.9935902953147888,0.9681884050369263,0.9838371276855469,0.9959970116615295,0.9873511791229248,0.9834486246109009,0.9916552305221558
..\data_preprocessed\IBF\out_images\GT 1_P9110019_rot15_aug03.jpg,0.9630356431007385,0.9905820488929749,0.9542980194091797,0.9766146540641785,0.9997400641441345,0.9948266744613647,0.9945694208145142,0.9972773194313049
..\data_preprocessed\IBF\out_images\GT 1_P9110019_rot15_aug04.jpg,0.973013699054718,0.9946845173835754,0.9679805636405945,0.9837297797203064,0.9966734647750854,0.990338146686554,0.9870755076408386,0.9934957027435303
..\data_preprocessed\IBF\out_images\GT 1_P9110020_rot-15_aug00.jpg,0.9835179448127747,0.9943994879722595,0.978100061416626,0.9889287948608398,0.9997603893280029,0.9976087808609009,0.9973703026771545,0.9986834526062012
..\data_preprocessed\IBF\out_images\GT 1_P9110020_rot-15_aug01.jpg,0.9837682843208313,0.995631217956543,0.9795399308204651,0.9896641969680786,1.0,0.9990999102592468,0.9990999102592468,0.9995497465133667
..\data_preprocessed\IBF\out_images\GT 1_P9110020_rot-15_aug02.jpg,0.9784234762191772,0.9937928318977356,0.9724804759025574,0.9860482811927795,1.0,0.9932055473327637,0.9932055473327637,0.9965912103652954
..\data_preprocessed\IBF\out_images\GT 1_P9110020_rot-15_aug03.jpg,0.9703445434570312,0.9944161176681519,0.965086042881012,0.9822328686714172,0.9983253479003906,0.9957050681114197,0.9940447807312012,0.997013509273529
..\data_preprocessed\IBF\out_images\GT 1_P9110020_rot-15_aug04.jpg,0.9837056398391724,0.9944176077842712,0.9783031940460205,0.9890326261520386,1.0,0.9979990124702454,0.9979990124702454,0.9989985227584839
..\data_preprocessed\IBF\out_images\GT 1_P9110020_rot00_aug00.jpg,0.9668231010437012,0.99151211977005,0.9588868021965027,0.9790119528770447,0.9965425729751587,0.994162917137146,0.9907456636428833,0.9953513145446777
..\data_preprocessed\IBF\out_images\GT 1_P9110020_rot00_aug01.jpg,0.9669071435928345,0.9914771914482117,0.958936870098114,0.9790380597114563,0.986544668674469,0.9802138805389404,0.9672822952270508,0.9833691120147705
..\data_preprocessed\IBF\out_images\GT 1_P9110020_rot00_aug02.jpg,0.9645017385482788,0.9951937794685364,0.9600299000740051,0.9796074032783508,0.9991112947463989,0.9940318465232849,0.9931536912918091,0.9965651035308838
..\data_preprocessed\IBF\out_images\GT 1_P9110020_rot00_aug03.jpg,0.9759538769721985,0.9957901239395142,0.9719436168670654,0.9857721924781799,0.9997475147247314,0.9816558957099915,0.9814126491546631,0.9906191229820251
..\data_preprocessed\IBF\out_images\GT 1_P9110020_rot00_aug04.jpg,0.9818320274353027,0.9939096570014954,0.9759603142738342,0.9878339171409607,0.9994711875915527,0.9918656349182129,0.9913454055786133,0.9956538677215576
..\data_preprocessed\IBF\out_images\GT 1_P9110020_rot15_aug00.jpg,0.9652503132820129,0.9924291372299194,0.9581946134567261,0.9786510467529297,0.9928740859031677,0.9914610981941223,0.984455943107605,0.9921671152114868
..\data_preprocessed\IBF\out_images\GT 1_P9110020_rot15_aug01.jpg,0.977351188659668,0.9938947558403015,0.9715185761451721,0.9855535626411438,0.9979156851768494,0.994231641292572,0.9921712875366211,0.9960702657699585
..\data_preprocessed\IBF\out_images\GT 1_P9110020_rot15_aug02.jpg,0.9822563529014587,0.9928938150405884,0.9753992557525635,0.987546443939209,0.9992441534996033,0.9969834089279175,0.9962320923805237,0.9981124997138977
..\data_preprocessed\IBF\out_images\GT 1_P9110020_rot15_aug03.jpg,0.9808943271636963,0.9932887554168701,0.9744362831115723,0.9870526194572449,0.9985482692718506,0.9980652928352356,0.9966191649436951,0.9983067512512207
..\data_preprocessed\IBF\out_images\GT 1_P9110020_rot15_aug04.jpg,0.9804367423057556,0.994689404964447,0.9753313660621643,0.9875116348266602,0.9990543723106384,0.9983463287353516,0.9974038004875183,0.9987002015113831
..\data_preprocessed\IBF\out_images\GT 1_P9110021_rot-15_aug00.jpg,0.9825730919837952,0.9934152960777283,0.976215124130249,0.9879644513130188,1.0,0.9988066554069519,0.9988066554069519,0.9994029998779297
..\data_preprocessed\IBF\out_images\GT 1_P9110021_rot-15_aug01.jpg,0.97370845079422,0.990052342414856,0.9642745852470398,0.9818124175071716,0.9978868365287781,0.9946173429489136,0.9925268292427063,0.9962494373321533
..\data_preprocessed\IBF\out_images\GT 1_P9110021_rot-15_aug02.jpg,0.9579468965530396,0.993630588054657,0.9521003365516663,0.9754624962806702,0.9881305694580078,0.9845349192619324,0.9730276465415955,0.9863294363021851
..\data_preprocessed\IBF\out_images\GT 1_P9110021_rot-15_aug03.jpg,0.9465414881706238,0.9859049320220947,0.9339036345481873,0.9658222794532776,0.9741007089614868,0.9722355008125305,0.9477367997169495,0.9731672406196594
..\data_preprocessed\IBF\out_images\GT 1_P9110021_rot-15_aug04.jpg,0.9794072508811951,0.9945234060287476,0.9741533398628235,0.9869074821472168,0.9968727231025696,0.9973526000976562,0.9942418336868286,0.9971126317977905
..\data_preprocessed\IBF\out_images\GT 1_P9110021_rot00_aug00.jpg,0.9768150448799133,0.9890888333320618,0.9664013385772705,0.982913613319397,0.9945118427276611,0.9968152642250061,0.9913619160652161,0.9956622123718262
..\data_preprocessed\IBF\out_images\GT 1_P9110021_rot00_aug01.jpg,0.9800719022750854,0.9953202605247498,0.9755763411521912,0.9876372218132019,1.0,0.9986312389373779,0.9986312389373779,0.9993151426315308
..\data_preprocessed\IBF\out_images\GT 1_P9110021_rot00_aug02.jpg,0.9812770485877991,0.9897797703742981,0.9714341163635254,0.9855101108551025,1.0,0.990048348903656,0.990048348903656,0.9949992895126343
..\data_preprocessed\IBF\out_images\GT 1_P9110021_rot00_aug03.jpg,0.9673575162887573,0.9899902939796448,0.9579875469207764,0.9785430431365967,0.9965109825134277,0.9917200803756714,0.9882885217666626,0.9941097497940063
..\data_preprocessed\IBF\out_images\GT 1_P9110021_rot00_aug04.jpg,0.9666281342506409,0.9881061315536499,0.9555104374885559,0.9772491455078125,0.9851411581039429,0.9846534729003906,0.9702439308166504,0.984897255897522
..\data_preprocessed\IBF\out_images\GT 1_P9110021_rot15_aug00.jpg,0.9693443179130554,0.9863430261611938,0.9565064311027527,0.9777697920799255,0.9901210069656372,0.9857388734817505,0.9761382937431335,0.987925112247467
..\data_preprocessed\IBF\out_images\GT 1_P9110021_rot15_aug01.jpg,0.9799413681030273,0.9939860105514526,0.9741655588150024,0.9869137406349182,1.0,0.9985451102256775,0.9985451102256775,0.9992720484733582
..\data_preprocessed\IBF\out_images\GT 1_P9110021_rot15_aug02.jpg,0.9796158075332642,0.99462890625,0.9744608998298645,0.987065315246582,0.9969339370727539,0.9955251812934875,0.9924864768981934,0.9962291121482849
..\data_preprocessed\IBF\out_images\GT 1_P9110021_rot15_aug03.jpg,0.9788587689399719,0.9949150681495667,0.973986029624939,0.9868215918540955,0.9997630715370178,0.9922407865524292,0.9920074939727783,0.9959877133369446
..\data_preprocessed\IBF\out_images\GT 1_P9110021_rot15_aug04.jpg,0.9779188632965088,0.9942836165428162,0.972451388835907,0.9860333204269409,0.999752402305603,0.9779607653617859,0.9777239561080933,0.9887365102767944
..\data_preprocessed\IBF\out_images\GT 1_P9110022_rot-15_aug00.jpg,0.982746958732605,0.9908244609832764,0.973883867263794,0.9867691397666931,1.0,0.9993317127227783,0.9993317127227783,0.9996657371520996
..\data_preprocessed\IBF\out_images\GT 1_P9110022_rot-15_aug01.jpg,0.9762104749679565,0.9962360262870789,0.9726231694221497,0.9861215949058533,0.9995619058609009,0.996723473072052,0.9962881803512573,0.9981406331062317
..\data_preprocessed\IBF\out_images\GT 1_P9110022_rot-15_aug02.jpg,0.9796538352966309,0.9941369891166687,0.9740263223648071,0.9868422746658325,1.0,0.9988646507263184,0.9988646507263184,0.9994320273399353
..\data_preprocessed\IBF\out_images\GT 1_P9110022_rot-15_aug03.jpg,0.9826716184616089,0.9923017024993896,0.9752368330955505,0.9874631762504578,1.0,0.9986640214920044,0.9986640214920044,0.999331533908844
..\data_preprocessed\IBF\out_images\GT 1_P9110022_rot-15_aug04.jpg,0.9749096035957336,0.9957289695739746,0.9708497524261475,0.9852092862129211,1.0,0.9993306398391724,0.9993306398391724,0.9996652007102966
..\data_preprocessed\IBF\out_images\GT 1_P9110022_rot00_aug00.jpg,0.975269079208374,0.9973260760307312,0.9727255702018738,0.9861742258071899,1.0,0.9549256563186646,0.9549256563186646,0.9769431948661804
..\data_preprocessed\IBF\out_images\GT 1_P9110022_rot00_aug01.jpg,0.9787006378173828,0.9945887327194214,0.9735168218612671,0.9865807294845581,1.0,0.9970975518226624,0.9970975518226624,0.9985466599464417
..\data_preprocessed\IBF\out_images\GT 1_P9110022_rot00_aug02.jpg,0.9805680513381958,0.9951213002204895,0.9758766889572144,0.9877910614013672,1.0,0.9982198476791382,0.9982198476791382,0.999109148979187
..\data_preprocessed\IBF\out_images\GT 1_P9110022_rot00_aug03.jpg,0.9794571995735168,0.994480550289154,0.9741615653038025,0.9869117140769958,1.0,0.9961599111557007,0.9961599111557007,0.9980762600898743
..\data_preprocessed\IBF\out_images\GT 1_P9110022_rot00_aug04.jpg,0.9786628484725952,0.9925646185874939,0.9715402722358704,0.9855647087097168,1.0,0.9981114268302917,0.9981114268302917,0.9990548491477966
..\data_preprocessed\IBF\out_images\GT 1_P9110022_rot15_aug00.jpg,0.9791708588600159,0.992127001285553,0.9716211557388306,0.98560631275177,1.0,0.9995291829109192,0.9995291829109192,0.9997645616531372
..\data_preprocessed\IBF\out_images\GT 1_P9110022_rot15_aug01.jpg,0.9815124273300171,0.9916036128997803,0.9734224081039429,0.9865322113037109,0.9997619986534119,0.9985737800598145,0.9983364939689636,0.9991675615310669
..\data_preprocessed\IBF\out_images\GT 1_P9110022_rot15_aug02.jpg,0.9746633172035217,0.992469310760498,0.9675080180168152,0.983485758304596,0.9997614622116089,0.9961968064308167,0.9959600567817688,0.9979759454727173
..\data_preprocessed\IBF\out_images\GT 1_P9110022_rot15_aug03.jpg,0.9684691429138184,0.9861720204353333,0.9554937481880188,0.9772404432296753,0.9942001104354858,0.9908477663993835,0.9851532578468323,0.9925211071968079
..\data_preprocessed\IBF\out_images\GT 1_P9110022_rot15_aug04.jpg,0.978088915348053,0.9916149973869324,0.9700658321380615,0.9848055243492126,0.9992879033088684,0.9976303577423096,0.9969215989112854,0.9984584450721741
..\data_preprocessed\IBF\out_images\GT 1_P9110023_rot-15_aug00.jpg,0.9725607633590698,0.9869481921195984,0.960210919380188,0.9797016382217407,0.9891794323921204,0.9825347065925598,0.9720868468284607,0.9858458638191223
..\data_preprocessed\IBF\out_images\GT 1_P9110023_rot-15_aug01.jpg,0.9821299314498901,0.9930911064147949,0.975464940071106,0.9875801205635071,1.0,0.99912029504776,0.99912029504776,0.9995599389076233
..\data_preprocessed\IBF\out_images\GT 1_P9110023_rot-15_aug02.jpg,0.9661343693733215,0.9893944263458252,0.956231415271759,0.9776260852813721,0.9730178713798523,0.9776850938796997,0.9518781900405884,0.9753459095954895
..\data_preprocessed\IBF\out_images\GT 1_P9110023_rot-15_aug03.jpg,0.9793749451637268,0.9935075640678406,0.9731467366218567,0.9863906502723694,0.9997757077217102,0.9984322786331177,0.9982087016105652,0.9991035461425781
..\data_preprocessed\IBF\out_images\GT 1_P9110023_rot-15_aug04.jpg,0.9859918355941772,0.9872114658355713,0.9735568165779114,0.9866012930870056,0.9933199882507324,0.9930988550186157,0.9865103960037231,0.9932094216346741
..\data_preprocessed\IBF\out_images\GT 1_P9110023_rot00_aug00.jpg,0.9815353751182556,0.9921468496322632,0.9739683866500854,0.9868125915527344,0.993049144744873,0.9745338559150696,0.96793133020401,0.9837043881416321
..\data_preprocessed\IBF\out_images\GT 1_P9110023_rot00_aug01.jpg,0.9745741486549377,0.9831876754760742,0.9585990309715271,0.978861927986145,0.9945764541625977,0.9771631360054016,0.9719838500022888,0.9857929348945618
..\data_preprocessed\IBF\out_images\GT 1_P9110023_rot00_aug02.jpg,0.9816900491714478,0.9931278228759766,0.9750664234161377,0.987375795841217,0.9977578520774841,0.9968637824058533,0.9946357011795044,0.9973106384277344
..\data_preprocessed\IBF\out_images\GT 1_P9110023_rot00_aug03.jpg,0.9806200861930847,0.9846827983856201,0.9658864736557007,0.9826472401618958,0.9941238164901733,0.9914190173149109,0.9856429696083069,0.9927695989608765
..\data_preprocessed\IBF\out_images\GT 1_P9110023_rot00_aug04.jpg,0.9822686910629272,0.9923535585403442,0.9748899936676025,0.9872853755950928,0.9977827072143555,0.9973404407501221,0.9951348900794983,0.997561514377594
..\data_preprocessed\IBF\out_images\GT 1_P9110023_rot15_aug00.jpg,0.9869758486747742,0.9907212257385254,0.9779361486434937,0.9888449907302856,0.9992399215698242,0.9972187280654907,0.996462881565094,0.9982283115386963
..\data_preprocessed\IBF\out_images\GT 1_P9110023_rot15_aug01.jpg,0.9715641140937805,0.9613437056541443,0.9350348711013794,0.9664269089698792,0.9220242500305176,0.9198866486549377,0.8534894585609436,0.9209542274475098
..\data_preprocessed\IBF\out_images\GT 1_P9110023_rot15_aug02.jpg,0.9821799397468567,0.9872390031814575,0.9698668718338013,0.9847029447555542,0.996451199054718,0.9944345951080322,0.990925133228302,0.9954419136047363
..\data_preprocessed\IBF\out_images\GT 1_P9110023_rot15_aug03.jpg,0.966637134552002,0.9849725961685181,0.952588677406311,0.9757187366485596,0.9877989292144775,0.9782503843307495,0.9665711522102356,0.9830014705657959
..\data_preprocessed\IBF\out_images\GT 1_P9110023_rot15_aug04.jpg,0.9816027879714966,0.992707371711731,0.9745751023292542,0.9871238470077515,0.9997783899307251,0.994488537311554,0.9942693114280701,0.9971264600753784
..\data_preprocessed\IBF\out_images\GT 1_P9110024_rot-15_aug00.jpg,0.9683247804641724,0.9937201738357544,0.9624353051185608,0.9808581471443176,0.9966086149215698,0.9934640526771545,0.9901167750358582,0.995033860206604
..\data_preprocessed\IBF\out_images\GT 1_P9110024_rot-15_aug01.jpg,0.9784424901008606,0.9945605397224426,0.9732343554496765,0.9864356517791748,0.994658350944519,0.9957664608955383,0.9904698729515076,0.9952121376991272
..\data_preprocessed\IBF\out_images\GT 1_P9110024_rot-15_aug02.jpg,0.9780453443527222,0.9964072704315186,0.9746084213256836,0.987140953540802,0.9947392344474792,0.9972483515739441,0.9920164346694946,0.9959921836853027
..\data_preprocessed\IBF\out_images\GT 1_P9110024_rot-15_aug03.jpg,0.9717949032783508,0.9964326620101929,0.9684256315231323,0.9839596152305603,0.9968051314353943,0.994535505771637,0.9913753867149353,0.9956690073013306
..\data_preprocessed\IBF\out_images\GT 1_P9110024_rot-15_aug04.jpg,0.9789008498191833,0.9940301179885864,0.9731795191764832,0.986407458782196,0.9944233894348145,0.9928730726242065,0.9873754382133484,0.9936476349830627
..\data_preprocessed\IBF\out_images\GT 1_P9110024_rot00_aug00.jpg,0.9784652590751648,0.9975974559783936,0.9761649966239929,0.9879387617111206,0.9977136254310608,0.9962899684906006,0.9940205216407776,0.9970012903213501
..\data_preprocessed\IBF\out_images\GT 1_P9110024_rot00_aug01.jpg,0.9796523451805115,0.9956071972846985,0.9754360914230347,0.9875653386116028,0.9997392892837524,0.9979183077812195,0.9976586699485779,0.9988279938697815
..\data_preprocessed\IBF\out_images\GT 1_P9110024_rot00_aug02.jpg,0.9728851914405823,0.9969639778137207,0.9700113534927368,0.9847773909568787,0.9855266809463501,0.9913723468780518,0.9771459102630615,0.9884408712387085
..\data_preprocessed\IBF\out_images\GT 1_P9110024_rot00_aug03.jpg,0.973115086555481,0.996473491191864,0.9697753190994263,0.9846557974815369,0.9976893663406372,0.9964102506637573,0.9941161274909973,0.9970493912696838
..\data_preprocessed\IBF\out_images\GT 1_P9110024_rot00_aug04.jpg,0.9815521240234375,0.9968413710594177,0.9785087704658508,0.9891376495361328,1.0,1.0,1.0,1.0
..\data_preprocessed\IBF\out_images\GT 1_P9110024_rot15_aug00.jpg,0.9768598675727844,0.9959944486618042,0.9730371832847595,0.9863343238830566,0.9962291121482849,0.9934195280075073,0.9896979928016663,0.9948223233222961
..\data_preprocessed\IBF\out_images\GT 1_P9110024_rot15_aug01.jpg,0.9804840087890625,0.9930914044380188,0.9738415479660034,0.9867474436759949,0.9948088526725769,0.99293452501297,0.987816333770752,0.9938707947731018
..\data_preprocessed\IBF\out_images\GT 1_P9110024_rot15_aug02.jpg,0.9804806113243103,0.9952812194824219,0.9759438037872314,0.9878254532814026,0.9948339462280273,0.988994836807251,0.9839416146278381,0.9919058084487915
..\data_preprocessed\IBF\out_images\GT 1_P9110024_rot15_aug03.jpg,0.9745599627494812,0.9954884648323059,0.9702746272087097,0.9849130511283875,0.9995087385177612,0.9951088428497314,0.9946223497390747,0.9973039031028748
..\data_preprocessed\IBF\out_images\GT 1_P9110024_rot15_aug04.jpg,0.9783759117126465,0.9962520599365234,0.9747880101203918,0.98723304271698,0.9951159954071045,0.9912430047988892,0.9864439368247986,0.993175745010376
..\data_preprocessed\IBF\out_images\GT 1_P9110025_rot-15_aug00.jpg,0.966870903968811,0.9932361841201782,0.9605464339256287,0.9798762202262878,0.986583411693573,0.9800091981887817,0.9671201705932617,0.9832853078842163
..\data_preprocessed\IBF\out_images\GT 1_P9110025_rot-15_aug01.jpg,0.9791232347488403,0.9924340844154358,0.9718687534332275,0.985733687877655,0.9945897459983826,0.991906464099884,0.9865831732749939,0.9932462573051453
..\data_preprocessed\IBF\out_images\GT 1_P9110025_rot-15_aug02.jpg,0.9715567827224731,0.9943698048591614,0.9662414193153381,0.9828309416770935,0.9934472441673279,0.9856048226356506,0.979238748550415,0.9895104765892029
..\data_preprocessed\IBF\out_images\GT 1_P9110025_rot-15_aug03.jpg,0.9705145955085754,0.9938747882843018,0.9647442102432251,0.9820557832717896,0.9930148720741272,0.9898921847343445,0.9830470681190491,0.9914510846138
..\data_preprocessed\IBF\out_images\GT 1_P9110025_rot-15_aug04.jpg,0.9729040265083313,0.9935111403465271,0.9667609930038452,0.983099639415741,0.9863543510437012,0.9830009341239929,0.9698121547698975,0.9846747517585754
..\data_preprocessed\IBF\out_images\GT 1_P9110025_rot00_aug00.jpg,0.9722608327865601,0.9956430792808533,0.9681417942047119,0.9838130474090576,0.993751585483551,0.9907799363136292,0.9846458435058594,0.9922635555267334
..\data_preprocessed\IBF\out_images\GT 1_P9110025_rot00_aug01.jpg,0.9795500040054321,0.9943504333496094,0.9741284847259521,0.9868947267532349,0.9961895942687988,0.9893566966056824,0.985626757144928,0.9927613735198975
..\data_preprocessed\IBF\out_images\GT 1_P9110025_rot00_aug02.jpg,0.9785261750221252,0.9929933547973633,0.9718162417411804,0.9857066869735718,0.9917955994606018,0.990866482257843,0.9828106760978699,0.9913308620452881
..\data_preprocessed\IBF\out_images\GT 1_P9110025_rot00_aug03.jpg,0.9728457927703857,0.9959707260131836,0.9690319895744324,0.9842724800109863,0.9950969219207764,0.9888631105422974,0.9840683341026306,0.9919701814651489
..\data_preprocessed\IBF\out_images\GT 1_P9110025_rot00_aug04.jpg,0.9735454320907593,0.9931310415267944,0.9670339226722717,0.9832407236099243,0.9869420528411865,0.9855381846427917,0.9728528261184692,0.9862396121025085
..\data_preprocessed\IBF\out_images\GT 1_P9110025_rot15_aug00.jpg,0.9775311350822449,0.9943175911903381,0.972100555896759,0.9858528971672058,0.9990546107292175,0.9948223233222961,0.9938866496086121,0.9969339370727539
..\data_preprocessed\IBF\out_images\GT 1_P9110025_rot15_aug01.jpg,0.9783952236175537,0.9939761757850647,0.972628116607666,0.9861241579055786,0.9995070099830627,0.996314525604248,0.9958251714706421,0.9979082345962524
..\data_preprocessed\IBF\out_images\GT 1_P9110025_rot15_aug02.jpg,0.9754700660705566,0.994327962398529,0.9700721502304077,0.9848087430000305,0.9945120215415955,0.9907297492027283,0.985342800617218,0.9926173090934753
