image,precision,recall,iou,dice,edge_precision,edge_recall,edge_iou,edge_dice
..\data_preprocessed\IBF\images\GA 1_PB100664.JPG,0.9693026542663574,0.9928839802742004,0.9626153111457825,0.9809516072273254,0.6515904664993286,0.6468446254730225,0.4806137979030609,0.6492088437080383
..\data_preprocessed\IBF\images\GA 1_PB100665.JPG,0.965886652469635,0.991229236125946,0.9577016234397888,0.9783938527107239,0.5941142439842224,0.5841848850250244,0.4175426661968231,0.5891076922416687
..\data_preprocessed\IBF\images\GA 1_PB100666.JPG,0.9764962792396545,0.9915986657142639,0.9684836268424988,0.9839895367622375,0.7070931196212769,0.6982800960540771,0.5416147112846375,0.7026589512825012
..\data_preprocessed\IBF\images\GA 1_PB100667.JPG,0.975081205368042,0.9878607988357544,0.9635359644889832,0.981429398059845,0.698665976524353,0.6958985328674316,0.5352487564086914,0.6972795128822327
..\data_preprocessed\IBF\images\GA 1_PB100668.JPG,0.9710932374000549,0.9935930967330933,0.9650502800941467,0.9822143316268921,0.6290621161460876,0.6191053986549377,0.45353490114212036,0.6240440607070923
..\data_preprocessed\IBF\images\GA 1_PB100669.JPG,0.9613403081893921,0.9933678507804871,0.9552094340324402,0.9770916700363159,0.5580868721008301,0.5506528615951538,0.38345590233802795,0.5543449521064758
..\data_preprocessed\IBF\images\GA 1_PB100670.JPG,0.9701021909713745,0.9889033436775208,0.9596557021141052,0.9794125556945801,0.6645866632461548,0.6535912156105042,0.4914722442626953,0.6590430736541748
..\data_preprocessed\IBF\images\GA 1_PB100671.JPG,0.969365119934082,0.9913570284843445,0.9612414240837097,0.9802377223968506,0.6185300946235657,0.6080936789512634,0.4422391951084137,0.6132674813270569
..\data_preprocessed\IBF\images\GA 1_PB100672.JPG,0.9662536382675171,0.9938580393791199,0.9605180621147156,0.9798614382743835,0.5574465990066528,0.5479101538658142,0.3818235993385315,0.5526372194290161
..\data_preprocessed\IBF\images\GA 1_PB100673.JPG,0.9729049801826477,0.9886947274208069,0.9622007608413696,0.9807363152503967,0.63048255443573,0.6176456809043884,0.4534863829612732,0.6239981055259705
..\data_preprocessed\IBF\images\GA 1_PB100674.JPG,0.9712772965431213,0.98662269115448,0.9586525559425354,0.9788898229598999,0.5809134244918823,0.5773864984512329,0.40760278701782227,0.5791445970535278
..\data_preprocessed\IBF\images\GA 1_PB100675.JPG,0.9724828600883484,0.9821963906288147,0.9556373357772827,0.9773154854774475,0.6299673318862915,0.6254538297653198,0.45740988850593567,0.6277024745941162
..\data_preprocessed\IBF\images\GA 1_PB100676.JPG,0.9655243754386902,0.9886689782142639,0.9549570679664612,0.9769596457481384,0.5728816986083984,0.5747811198234558,0.40235722064971924,0.5738298296928406
..\data_preprocessed\IBF\images\GA 1_PB100677.JPG,0.9707462191581726,0.9880821108818054,0.9595115184783936,0.9793374538421631,0.649976909160614,0.6414865255355835,0.47678181529045105,0.6457037925720215
..\data_preprocessed\IBF\images\GA 1_PB100678.JPG,0.9762600660324097,0.9837916493415833,0.9608061909675598,0.9800114035606384,0.6226467490196228,0.6159470081329346,0.4485183358192444,0.6192787885665894
..\data_preprocessed\IBF\images\GA 1_PB100679.JPG,0.9722787737846375,0.9919247031211853,0.9646432995796204,0.9820035099983215,0.6293863654136658,0.6181239485740662,0.4531761109828949,0.6237043142318726
..\data_preprocessed\IBF\images\GA 1_PB100680.JPG,0.9677974581718445,0.9905831217765808,0.9589746594429016,0.9790577292442322,0.6308566927909851,0.6266162395477295,0.45850124955177307,0.6287293434143066
..\data_preprocessed\IBF\images\GA 1_PB100681.JPG,0.9727778434753418,0.9917555451393127,0.9649744033813477,0.9821750521659851,0.6711121201515198,0.6648046970367432,0.5014378428459167,0.66794353723526
..\data_preprocessed\IBF\images\GA 1_PB100682.JPG,0.9724693894386292,0.9904048442840576,0.9633929133415222,0.9813551902770996,0.6423859000205994,0.6342747807502747,0.4687572121620178,0.6383045315742493
..\data_preprocessed\IBF\images\GA 1_PB100683.JPG,0.9744288325309753,0.9890471696853638,0.9640260934829712,0.981683611869812,0.625834584236145,0.6159588694572449,0.4501764178276062,0.6208574771881104
..\data_preprocessed\IBF\images\GA 1_PB100684.JPG,0.9772065877914429,0.9864829182624817,0.9642947316169739,0.9818228483200073,0.6948637962341309,0.6896427869796753,0.5293366312980652,0.6922433972358704
..\data_preprocessed\IBF\images\GA 1_PB100685.JPG,0.9688870310783386,0.9893640279769897,0.9588993191719055,0.9790184497833252,0.631757378578186,0.6277341842651367,0.4595763385295868,0.6297393441200256
..\data_preprocessed\IBF\images\GA 1_PB100686.JPG,0.9728955626487732,0.9886490106582642,0.9621482491493225,0.9807090163230896,0.6943620443344116,0.6979866027832031,0.5339418053627014,0.6961695551872253
..\data_preprocessed\IBF\images\GA 1_PB100687.JPG,0.9720057249069214,0.9917404651641846,0.9642003774642944,0.9817739129066467,0.6387537717819214,0.6289696097373962,0.46394017338752747,0.6338239312171936
..\data_preprocessed\IBF\images\GA 1_PB100688.JPG,0.9727361798286438,0.986135721206665,0.9596126079559326,0.9793901443481445,0.6777259111404419,0.6749039888381958,0.510930061340332,0.6763120293617249
..\data_preprocessed\IBF\images\GA 2_Copy of PB100697.JPG,0.9597739577293396,0.9882150292396545,0.9489128589630127,0.9737868905067444,0.5852067470550537,0.5774478912353516,0.4097427427768707,0.5813014507293701
..\data_preprocessed\IBF\images\GA 2_Copy of PB100698.JPG,0.9796825647354126,0.9897329807281494,0.9698264598846436,0.9846821427345276,0.7187583446502686,0.7075405716896057,0.5541287660598755,0.713105320930481
..\data_preprocessed\IBF\images\GA 2_Copy of PB100699.JPG,0.971459686756134,0.9899953603744507,0.9620152711868286,0.9806399345397949,0.6128134727478027,0.6025986075401306,0.4364340007305145,0.6076631546020508
..\data_preprocessed\IBF\images\GA 2_Copy of PB100700.JPG,0.9649463891983032,0.9917625784873962,0.9572741389274597,0.9781707525253296,0.6594353318214417,0.6922422051429749,0.5099360942840576,0.6754406690597534
..\data_preprocessed\IBF\images\GA 2_Copy of PB100702.JPG,0.9724603295326233,0.9874728322029114,0.9606096148490906,0.9799091219902039,0.5620208978652954,0.5579324960708618,0.38885924220085144,0.5599692463874817
..\data_preprocessed\IBF\images\GA 2_Copy of PB100703.JPG,0.9649438261985779,0.9923108816146851,0.9577823877334595,0.9784359931945801,0.5998947024345398,0.603095531463623,0.43009433150291443,0.60149085521698
..\data_preprocessed\IBF\images\GA 2_Copy of PB100704.JPG,0.9525955319404602,0.9864703416824341,0.9403102993965149,0.9692370295524597,0.4151647090911865,0.3817142844200134,0.2482348531484604,0.39773741364479065
..\data_preprocessed\IBF\images\GA 2_Copy of PB100705.JPG,0.9715557098388672,0.9922991394996643,0.9642850756645203,0.9818178415298462,0.6201069355010986,0.6064847707748413,0.4421900510787964,0.61322021484375
..\data_preprocessed\IBF\images\GA 2_Copy of PB100706.JPG,0.9667397141456604,0.9890142679214478,0.9564688801765442,0.9777501225471497,0.5909714698791504,0.5761066675186157,0.4118753969669342,0.5834444165229797
..\data_preprocessed\IBF\images\GA 2_Copy of PB100707.JPG,0.963377833366394,0.9925980567932129,0.9565062522888184,0.977769672870636,0.5160138607025146,0.5152023434638977,0.3473528027534485,0.5156077742576599
..\data_preprocessed\IBF\images\GA 2_Copy of PB100708.JPG,0.9751444458961487,0.9877628684043884,0.9635044932365417,0.9814130663871765,0.5789827704429626,0.5634757280349731,0.3997015953063965,0.5711240172386169
..\data_preprocessed\IBF\images\GA 2_Copy of PB100709.JPG,0.9666860699653625,0.9928258061408997,0.9599803686141968,0.9795815944671631,0.6013370752334595,0.582953155040741,0.42045700550079346,0.5920024514198303
..\data_preprocessed\IBF\images\GA 2_Copy of PB100710.JPG,0.9615112543106079,0.9926422834396362,0.9547070860862732,0.9768288135528564,0.5691068172454834,0.5616567134857178,0.3940752446651459,0.5653572082519531
..\data_preprocessed\IBF\images\GA 2_Copy of PB100711.JPG,0.9717438220977783,0.9910609126091003,0.9633006453514099,0.981307327747345,0.590609073638916,0.5805791616439819,0.41397833824157715,0.5855511426925659
..\data_preprocessed\IBF\images\GA 2_Copy of PB100712.JPG,0.9612154364585876,0.9876806735992432,0.9498276710510254,0.9742683172225952,0.5545697808265686,0.5486972332000732,0.38085106015205383,0.5516178607940674
..\data_preprocessed\IBF\images\GA 2_Copy of PB100713.JPG,0.9719666838645935,0.9906005859375,0.9630845189094543,0.9811951518058777,0.6101811528205872,0.5942119359970093,0.4307079613208771,0.6020907163619995
..\data_preprocessed\IBF\images\GA 2_Copy of PB100714.JPG,0.9760154485702515,0.9865666627883911,0.9632146954536438,0.9812626838684082,0.6732005476951599,0.6722167134284973,0.5068277716636658,0.67270827293396
..\data_preprocessed\IBF\images\GA 2_Copy of PB100715.JPG,0.9656099677085876,0.9912436008453369,0.9574429988861084,0.9782589077949524,0.6100847721099854,0.597481906414032,0.4323749840259552,0.603717565536499
..\data_preprocessed\IBF\images\GA 2_Copy of PB100716.JPG,0.9745649695396423,0.9922733902931213,0.9672250151634216,0.9833394885063171,0.714881420135498,0.7137697339057922,0.5556032657623291,0.7143251299858093
..\data_preprocessed\IBF\images\GA 2_Copy of PB100717.JPG,0.9734174013137817,0.9887915253639221,0.96279376745224,0.9810442328453064,0.6394656896591187,0.6355283856391907,0.46788015961647034,0.6374909281730652
..\data_preprocessed\IBF\images\GA 2_Copy of PB100718.JPG,0.9770419597625732,0.9894088506698608,0.966929018497467,0.9831864833831787,0.6619832515716553,0.6522632837295532,0.48930010199546814,0.6570873260498047
..\data_preprocessed\IBF\images\GA 2_Copy of PB100719.JPG,0.9734352827072144,0.9900063276290894,0.9639630317687988,0.9816508889198303,0.6768072247505188,0.6741684079170227,0.509986937046051,0.6754852533340454
..\data_preprocessed\IBF\images\GA 2_Copy of PB100720.JPG,0.9721691012382507,0.9882574081420898,0.9610673785209656,0.9801472425460815,0.6278703808784485,0.6339899301528931,0.4608300030231476,0.6309152841567993
..\data_preprocessed\IBF\images\GA 2_Copy of PB100721.JPG,0.9699832797050476,0.992114782333374,0.9625625610351562,0.9809241890907288,0.6054657697677612,0.5953173041343689,0.42892730236053467,0.6003486514091492
..\data_preprocessed\IBF\images\GA 2_Copy of PB100722.JPG,0.974560558795929,0.9902730584144592,0.9653199911117554,0.9823539853096008,0.6402195692062378,0.6254296898841858,0.46277767419815063,0.6327382326126099
..\data_preprocessed\IBF\images\GA 2_Copy of PB100723.JPG,0.9768967628479004,0.9890841245651245,0.9664767980575562,0.9829526543617249,0.7050431370735168,0.6954690217971802,0.5387259125709534,0.7002233862876892
..\data_preprocessed\IBF\images\GA 2_Copy of PB100724.JPG,0.9714022874832153,0.9893931150436401,0.9613903760910034,0.9803151488304138,0.6501815915107727,0.6470588445663452,0.4799647331237793,0.6486164331436157
..\data_preprocessed\IBF\images\GA 2_Copy of PB100725.JPG,0.9818449020385742,0.9854916930198669,0.967854917049408,0.9836649298667908,0.6978470683097839,0.6902967095375061,0.5314537882804871,0.6940513253211975
..\data_preprocessed\IBF\images\GA 2_Copy of PB100726.JPG,0.9739807844161987,0.9913190007209778,0.9657438397407532,0.9825734496116638,0.6618562936782837,0.6536561846733093,0.4900139570236206,0.6577306985855103
..\data_preprocessed\IBF\images\GA 2_Copy of PB100727.JPG,0.9760891199111938,0.9908462166786194,0.9673659801483154,0.9834123253822327,0.6435949206352234,0.6433775424957275,0.4743676483631134,0.6434862613677979
..\data_preprocessed\IBF\images\GA 2_Copy of PB100728.JPG,0.9690749645233154,0.9887577295303345,0.9585136771202087,0.9788174033164978,0.5948213338851929,0.5939621329307556,0.4228712320327759,0.5943914651870728
..\data_preprocessed\IBF\images\GA 2_Copy of PB100729.JPG,0.9776389002799988,0.9912907481193542,0.9693132042884827,0.9844174981117249,0.6879076361656189,0.6759571433067322,0.5173125863075256,0.6818800568580627
..\data_preprocessed\IBF\images\GA 2_Copy of PB100730.JPG,0.9515113830566406,0.9925068020820618,0.9447247385978699,0.9715768098831177,0.6148510575294495,0.6629639863967896,0.46843066811561584,0.6380017399787903
..\data_preprocessed\IBF\images\GA 2_Copy of PB100731.JPG,0.9727243781089783,0.9942258596420288,0.9672601222991943,0.9833576083183289,0.598533570766449,0.5879100561141968,0.42164018750190735,0.5931742787361145
..\data_preprocessed\IBF\images\GA 2_PB100697.JPG,0.9624874591827393,0.9874684810638428,0.9508730173110962,0.9748179316520691,0.6013392806053162,0.5957694053649902,0.42708462476730347,0.5985414385795593
..\data_preprocessed\IBF\images\GA 2_PB100698.JPG,0.9809252619743347,0.9898423552513123,0.9711495637893677,0.9853636622428894,0.7395119071006775,0.7306287884712219,0.5810820460319519,0.735043466091156
..\data_preprocessed\IBF\images\GA 2_PB100699.JPG,0.9688147902488708,0.9905767440795898,0.9599675536155701,0.9795749187469482,0.6092493534088135,0.5969253182411194,0.43166419863700867,0.6030243635177612
..\data_preprocessed\IBF\images\GA 2_PB100700.JPG,0.9634259939193726,0.9926913976669312,0.9566404223442078,0.9778397679328918,0.654518723487854,0.6829745769500732,0.5020021200180054,0.6684439182281494
..\data_preprocessed\IBF\images\GA 2_PB100702.JPG,0.9751059412956238,0.9868940114974976,0.9626402854919434,0.9809645414352417,0.5790387392044067,0.5761224031448364,0.4060513973236084,0.5775768756866455
..\data_preprocessed\IBF\images\GA 2_PB100703.JPG,0.9669501781463623,0.9898115992546082,0.9574208855628967,0.978247344493866,0.5743234157562256,0.5711419582366943,0.4012748599052429,0.5727282762527466
..\data_preprocessed\IBF\images\GA 2_PB100704.JPG,0.9483934640884399,0.9969660043716431,0.94566410779953,0.9720733761787415,0.39221686124801636,0.3722154200077057,0.23605915904045105,0.38195446133613586
..\data_preprocessed\IBF\images\GA 2_PB100705.JPG,0.9744174480438232,0.991018533706665,0.9658876657485962,0.9826478958129883,0.6465339064598083,0.6341762542724609,0.4709077775478363,0.6402954459190369
..\data_preprocessed\IBF\images\GA 2_PB100706.JPG,0.9695663452148438,0.9900259971618652,0.9601873159408569,0.979689359664917,0.572648823261261,0.5590891242027283,0.3944937288761139,0.5657877326011658
..\data_preprocessed\IBF\images\GA 2_PB100707.JPG,0.9730491638183594,0.9886833429336548,0.9623309969902039,0.9808039665222168,0.5824844837188721,0.5850648880004883,0.41220182180404663,0.583771824836731
..\data_preprocessed\IBF\images\GA 2_PB100708.JPG,0.9600264430046082,0.9803795218467712,0.941929042339325,0.970096230506897,0.5137121081352234,0.49399593472480774,0.33659565448760986,0.5036611557006836
..\data_preprocessed\IBF\images\GA 2_PB100709.JPG,0.9656441807746887,0.9939630627632141,0.960013747215271,0.9795989990234375,0.6078905463218689,0.5897085666656494,0.42720696330070496,0.5986615419387817
..\data_preprocessed\IBF\images\GA 2_PB100710.JPG,0.959743857383728,0.9922114014625549,0.952567458152771,0.9757075905799866,0.5552990436553955,0.5479807257652283,0.38084888458251953,0.5516155958175659
..\data_preprocessed\IBF\images\GA 2_PB100711.JPG,0.9675449728965759,0.9915986061096191,0.9596779346466064,0.9794241189956665,0.5673089623451233,0.5572621822357178,0.3910534381866455,0.562240719795227
..\data_preprocessed\IBF\images\GA 2_PB100712.JPG,0.9670009016990662,0.9868939518928528,0.9547402262687683,0.9768461585044861,0.5926864743232727,0.5886521339416504,0.4191064238548279,0.59066241979599
..\data_preprocessed\IBF\images\GA 2_PB100713.JPG,0.9731252789497375,0.990078330039978,0.9637272357940674,0.9815285801887512,0.6206833124160767,0.6034690141677856,0.4408756196498871,0.6119551658630371
..\data_preprocessed\IBF\images\GA 2_PB100714.JPG,0.9731875658035278,0.9879945516586304,0.9618135690689087,0.9805351495742798,0.6477444767951965,0.6449799537658691,0.4774969220161438,0.6463592648506165
..\data_preprocessed\IBF\images\GA 2_PB100715.JPG,0.969098687171936,0.9903430938720703,0.9600266814231873,0.9796057343482971,0.6397010087966919,0.6323840618133545,0.46629875898361206,0.6360214948654175
..\data_preprocessed\IBF\images\GA 2_PB100716.JPG,0.9763450622558594,0.9914583563804626,0.9682011008262634,0.9838436841964722,0.7381430864334106,0.7369213104248047,0.5841981768608093,0.7375316619873047
..\data_preprocessed\IBF\images\GA 2_PB100717.JPG,0.9746739268302917,0.9894894361495972,0.9646863341331482,0.9820258021354675,0.6604714393615723,0.6579556465148926,0.49165916442871094,0.6592111587524414
..\data_preprocessed\IBF\images\GA 2_PB100718.JPG,0.9784780740737915,0.9900609850883484,0.9689602255821228,0.9842354655265808,0.6873589754104614,0.6772664189338684,0.5177677869796753,0.6822753548622131
..\data_preprocessed\IBF\images\GA 2_PB100719.JPG,0.9748048186302185,0.9893426895141602,0.9646750688552856,0.9820199608802795,0.6852796673774719,0.6823720932006836,0.5195522308349609,0.6838228106498718
..\data_preprocessed\IBF\images\GA 2_PB100720.JPG,0.9738713502883911,0.9871386289596558,0.9616692066192627,0.9804601073265076,0.5974903702735901,0.6005719304084778,0.42757943272590637,0.599027156829834
..\data_preprocessed\IBF\images\GA 2_PB100721.JPG,0.9699429869651794,0.9921948313713074,0.9625982642173767,0.9809427261352539,0.5985667705535889,0.5893592834472656,0.4224016070365906,0.5939273238182068
..\data_preprocessed\IBF\images\GA 2_PB100722.JPG,0.9745081067085266,0.9910922050476074,0.9660467505455017,0.9827301502227783,0.6403603553771973,0.6258540749549866,0.4630835950374603,0.6330240964889526
..\data_preprocessed\IBF\images\GA 2_PB100723.JPG,0.9744972586631775,0.9901064038276672,0.9650994539260864,0.9822397828102112,0.6797364950180054,0.6690068244934082,0.508669912815094,0.6743289828300476
..\data_preprocessed\IBF\images\GA 2_PB100724.JPG,0.9724615216255188,0.9885580539703369,0.9616376757621765,0.9804437160491943,0.6434441804885864,0.6391987204551697,0.47201094031333923,0.6413144469261169
..\data_preprocessed\IBF\images\GA 2_PB100725.JPG,0.9838929176330566,0.9847259521484375,0.9691033363342285,0.9843092560768127,0.7054194211959839,0.6982999444007874,0.540644109249115,0.7018416523933411
..\data_preprocessed\IBF\images\GA 2_PB100726.JPG,0.9748400449752808,0.9908415079116821,0.9661346077919006,0.9827756285667419,0.6688305735588074,0.6592304110527039,0.4970012903213501,0.6639958024024963
..\data_preprocessed\IBF\images\GA 2_PB100727.JPG,0.9758411049842834,0.9905423521995544,0.9668328166007996,0.983136773109436,0.6425813436508179,0.6424883008003235,0.47333428263664246,0.6425347924232483
..\data_preprocessed\IBF\images\GA 2_PB100728.JPG,0.9724681377410889,0.9874359965324402,0.9605823159217834,0.9798948764801025,0.6251989006996155,0.6304886937141418,0.4575481712818146,0.6278326511383057
..\data_preprocessed\IBF\images\GA 2_PB100729.JPG,0.9793568849563599,0.9901837706565857,0.9699398875236511,0.9847405552864075,0.6903964877128601,0.6799797415733337,0.5210843086242676,0.6851485371589661
..\data_preprocessed\IBF\images\GA 2_PB100730.JPG,0.9511519074440002,0.9930721521377563,0.9448822736740112,0.9716601371765137,0.6180640459060669,0.6653673052787781,0.4715013802051544,0.64084392786026
..\data_preprocessed\IBF\images\GA 2_PB100731.JPG,0.9747183918952942,0.9830300211906433,0.9585886597633362,0.9788565635681152,0.6016083359718323,0.5757356286048889,0.41681960225105286,0.588387668132782
..\data_preprocessed\IBF\images\GA 2_PB100732.JPG,0.9462436437606812,0.9943644404411316,0.9411961436271667,0.9697074294090271,0.5369360446929932,0.533720850944519,0.3654893636703491,0.5353236198425293
..\data_preprocessed\IBF\images\GA 2_PB100733.JPG,0.9480104446411133,0.9977840185165405,0.946018636226654,0.972260594367981,0.39244505763053894,0.38501644134521484,0.24123013019561768,0.38869526982307434
..\data_preprocessed\IBF\images\GA 2_PB100734.JPG,0.9737579822540283,0.9914000630378723,0.9656016230583191,0.9824998378753662,0.6465394496917725,0.6349447965621948,0.4713343679904938,0.6406896710395813
..\data_preprocessed\IBF\images\GA 2_PB100735.JPG,0.9643164277076721,0.9949271082878113,0.9595982432365417,0.9793826341629028,0.644024670124054,0.6229912042617798,0.46341463923454285,0.6333333253860474
..\data_preprocessed\IBF\images\GA 2_PB100736.JPG,0.973690927028656,0.9881153106689453,0.9624198079109192,0.980850100517273,0.628575325012207,0.619671106338501,0.4535849690437317,0.6240914463996887
..\data_preprocessed\IBF\images\GA 2_PB100737.JPG,0.9768504500389099,0.9900299906730652,0.9673344492912292,0.983396053314209,0.7016357779502869,0.6887733936309814,0.5327374339103699,0.6951450705528259
..\data_preprocessed\IBF\images\GA 2_PB100738.JPG,0.9753881692886353,0.9886781573295593,0.9646137356758118,0.9819881916046143,0.6484239101409912,0.6428263187408447,0.47668278217315674,0.6456129550933838
..\data_preprocessed\IBF\images\GA 2_PB100739.JPG,0.9712173342704773,0.9878725409507751,0.9597739577293396,0.9794741272926331,0.6081372499465942,0.6077669262886047,0.43673208355903625,0.6079519987106323
..\data_preprocessed\IBF\images\GA 2_PB100740.JPG,0.9619674682617188,0.9912837147712708,0.9538989067077637,0.9764055609703064,0.621285080909729,0.6082960367202759,0.4437534809112549,0.614721953868866
..\data_preprocessed\IBF\images\GA 2_PB100741.JPG,0.974802553653717,0.9868435263633728,0.9622966051101685,0.9807860851287842,0.6091185808181763,0.6020577549934387,0.4342753291130066,0.6055676341056824
..\data_preprocessed\IBF\images\GA 2_PB100742.JPG,0.9738052487373352,0.9904988408088684,0.9647931456565857,0.9820811152458191,0.6874580383300781,0.6819327473640442,0.5205474495887756,0.6846842765808105
..\data_preprocessed\IBF\images\GA 2_PB100743.JPG,0.9722824096679688,0.9908682107925415,0.9636476635932922,0.9814873337745667,0.6861168146133423,0.6820590496063232,0.5198514461517334,0.6840819120407104
..\data_preprocessed\IBF\images\GA 2_PB100744.JPG,0.9730686545372009,0.9882980585098267,0.9619849920272827,0.9806241989135742,0.638069212436676,0.6285641193389893,0.463358610868454,0.6332809925079346
..\data_preprocessed\IBF\images\GA 2_PB100745.JPG,0.9733003377914429,0.990539014339447,0.9643355011940002,0.9818440079689026,0.6494675278663635,0.6486423015594482,0.4804447889328003,0.6490546464920044
..\data_preprocessed\IBF\images\GA 2_PB100746.JPG,0.9724794626235962,0.9897733330726624,0.9628052115440369,0.9810501933097839,0.6391513347625732,0.629554808139801,0.46446847915649414,0.6343168020248413
..\data_preprocessed\IBF\images\GA 2_PB100747.JPG,0.9744625091552734,0.9917486310005188,0.9666255712509155,0.9830296039581299,0.6731285452842712,0.6688346862792969,0.5048623085021973,0.6709747314453125
..\data_preprocessed\IBF\images\GA 2_PB100748.JPG,0.9751886129379272,0.9882364273071289,0.9639983177185059,0.9816691875457764,0.6646281480789185,0.6536731123924255,0.4915412366390228,0.659105122089386
..\data_preprocessed\IBF\images\GA 2_PB100749.JPG,0.9655542373657227,0.9888290762901306,0.955135703086853,0.9770531058311462,0.6105485558509827,0.6062513589859009,0.43718671798706055,0.6083923578262329
..\data_preprocessed\IBF\images\GA 2_PB100750.JPG,0.9796472787857056,0.9902348518371582,0.9702737331390381,0.984912633895874,0.6988636255264282,0.6913860440254211,0.5326900482177734,0.695104718208313
..\data_preprocessed\IBF\images\GA 2_PB100751.JPG,0.9757646322250366,0.9878750443458557,0.9642168879508972,0.9817824959754944,0.7352775931358337,0.7381001114845276,0.5831378698348999,0.7366861701011658
..\data_preprocessed\IBF\images\GT 1_P9110007.JPG,0.9675958752632141,0.9914847612380981,0.9596213698387146,0.9793946743011475,0.6019612550735474,0.5970054864883423,0.4280339777469635,0.5994731187820435
..\data_preprocessed\IBF\images\GT 1_P9110008.JPG,0.9688546657562256,0.9899207353591919,0.9593905210494995,0.9792744517326355,0.6553100943565369,0.6512281894683838,0.48507070541381836,0.6532627940177917
..\data_preprocessed\IBF\images\GT 1_P9110010.JPG,0.9689131379127502,0.9901455640792847,0.9596590399742126,0.9794142842292786,0.6049114465713501,0.5995060801506042,0.4308163821697235,0.6021966338157654
..\data_preprocessed\IBF\images\GT 1_P9110011.JPG,0.9515224695205688,0.9940797090530396,0.9461607336997986,0.9723356366157532,0.5463564991950989,0.5459362268447876,0.3756542205810547,0.5461462736129761
..\data_preprocessed\IBF\images\GT 1_P9110012.JPG,0.9708126187324524,0.9893890619277954,0.9608089923858643,0.980012834072113,0.6121706366539001,0.6054548621177673,0.43760186433792114,0.6087942123413086
..\data_preprocessed\IBF\images\GT 1_P9110013.JPG,0.9716030359268188,0.9887753129005432,0.9610034227371216,0.9801139831542969,0.636962890625,0.6323148608207703,0.46480482816696167,0.6346303820610046
..\data_preprocessed\IBF\images\GT 1_P9110014.JPG,0.9707018733024597,0.9875207543373108,0.9589388370513916,0.9790390729904175,0.5841758847236633,0.5778486132621765,0.4094383418560028,0.5809950232505798
..\data_preprocessed\IBF\images\GT 1_P9110016.JPG,0.9754579663276672,0.9890945553779602,0.9650784730911255,0.9822289347648621,0.7658403515815735,0.7581373453140259,0.6154689192771912,0.7619693875312805
..\data_preprocessed\IBF\images\GT 1_P9110017.JPG,0.9692319631576538,0.9902269244194031,0.960048258304596,0.9796169400215149,0.5839894413948059,0.5681344270706177,0.40444788336753845,0.5759528279304504
..\data_preprocessed\IBF\images\GT 1_P9110018.JPG,0.9681169986724854,0.9937431216239929,0.9622515439987183,0.9807626605033875,0.6485911011695862,0.6377241611480713,0.4739606976509094,0.6431117057800293
..\data_preprocessed\IBF\images\GT 1_P9110019.JPG,0.9695942997932434,0.9910479784011841,0.9611760377883911,0.9802037477493286,0.7351794838905334,0.7179957628250122,0.5704578757286072,0.7264860272407532
..\data_preprocessed\IBF\images\GT 1_P9110020.JPG,0.9683801531791687,0.9905268549919128,0.9594939351081848,0.9793282747268677,0.5888637900352478,0.5849480628967285,0.41532737016677856,0.5868993997573853
..\data_preprocessed\IBF\images\GT 1_P9110021.JPG,0.9717161655426025,0.9904412031173706,0.9626879692077637,0.9809893369674683,0.6586777567863464,0.6552701592445374,0.48916947841644287,0.6569695472717285
..\data_preprocessed\IBF\images\GT 1_P9110022.JPG,0.9707220196723938,0.9937222599983215,0.9648054242134094,0.9820874929428101,0.669755756855011,0.6612792611122131,0.4986780285835266,0.6654905080795288
..\data_preprocessed\IBF\images\GT 1_P9110023.JPG,0.9766655564308167,0.9879257678985596,0.9651449918746948,0.9822633862495422,0.6699865460395813,0.664762556552887,0.5007852911949158,0.6673642992973328
..\data_preprocessed\IBF\images\GT 1_P9110024.JPG,0.9753225445747375,0.9810919761657715,0.9573277831077576,0.978198766708374,0.6013652682304382,0.6210845112800598,0.439953088760376,0.6110658645629883
..\data_preprocessed\IBF\images\GT 1_P9110025.JPG,0.9618450403213501,0.9897812008857727,0.9523874521255493,0.9756131768226624,0.5835660099983215,0.5790886878967285,0.40975990891456604,0.581318736076355
..\data_preprocessed\IBF\images\GT 1_P9110026.JPG,0.9703643321990967,0.9885995984077454,0.9596260190010071,0.9793970584869385,0.6707608699798584,0.6670259237289429,0.5025033950805664,0.6688882112503052
..\data_preprocessed\IBF\images\GT 1_P9110027.JPG,0.9634585976600647,0.9887171387672424,0.9529809355735779,0.9759244918823242,0.6607111096382141,0.6666517853736877,0.49663424491882324,0.663668155670166
..\data_preprocessed\IBF\images\GT 1_P9110028.JPG,0.9730342030525208,0.9901478290557861,0.9637037515640259,0.981516420841217,0.6786362528800964,0.6721068024635315,0.5098393559455872,0.6753557920455933
..\data_preprocessed\IBF\images\GT 1_P9110029.JPG,0.973655641078949,0.991479754447937,0.9655766487121582,0.98248690366745,0.689251720905304,0.6799695491790771,0.5204259753227234,0.6845791935920715
..\data_preprocessed\IBF\images\GT 1_P9110030.JPG,0.977932333946228,0.98675537109375,0.9652621150016785,0.9823240637779236,0.6679428815841675,0.661408007144928,0.49774518609046936,0.6646593809127808
..\data_preprocessed\IBF\images\GT 1_P9110032.JPG,0.9729695916175842,0.9889996647834778,0.9625527858734131,0.9809191226959229,0.6792416572570801,0.6707531213760376,0.5094006061553955,0.6749706864356995
